ID,Время создания,Ведете ли вы учет своих финансов?,Вы учитываете (учитывали) финансы:,Для учета финансов вам удобнее всего (было) использовать:,Каким смартфоном Вы пользуетесь,С помощью каких инструментов вы ведете (вели в прошлом) учет финансов:,"Назовите, пожалуйста, какие именно сервисы вы используете?",Какие возможности и функции этих сервисов нравятся вам больше всего?,Каких возможностей и функций в этих сервисах вам не хватает больше всего?,Как вы нашли эти сервисы?,Собираетесь ли вы вести учет своих финансов в будущем?,"Хотели бы вы попробовать готовый сервис учета финансов, которым  раньше никогда не пользовались?","Хотели бы вы попробовать готовый сервис учета финансов, которым раньше никогда не пользовались?",Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Простота использования,"Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Высокий уровень защиты информации о средствах,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Есть визуализация (аналитика),Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно всегда видеть остаток денежных средств,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно сделать копилку (накопления),Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Можно отследить движение средств по категориям,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Возможность посмотреть движение средств за период,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Затрудняюсь ответить,Какие свойства сервиса учета финансов для вас самые главные? (Можно выбрать несколько ответов) / Другое,Другое:,Ваш пол:,Ваш возраст:,Вы сейчас живете:,"В регионе (край, республика, область, автономный округ):","В населенном пункте (город, поселок и т.п.):","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / ВКонтакте","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Одноклассники","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / YouTube","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Instagram* (* принадлежит организации, запрещенной на территории РФ)","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / WhatsApp","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Telegram","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Facebook* (* принадлежит организации, запрещенной на территории РФ)","Какими соцсетями, платформами, сайтами вы чаще всего пользуетесь (можно выбрать несколько вариантов)? / Другое",Другое:,Какими способами вы обычно ищете нужные приложения или сервисы?,Ваши ближайшие доходы и расходы планируются:,Пользуетесь ли вы:,"Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Еда","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Хозяйственный товары, предметы гигиены","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Выплаты по кредитам","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Общественный транспорт","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Обслуживание машины","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Покупка одежды, обуви","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Покупка бытовой техники","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому)","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Развлечения, хобби, путешествия","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Образование и занятия детей","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Учеба взрослых","Выберите, пожалуйста, по каким статьям из перечисленных ниже у вас есть регулярные расходы: / Другое",Другое:,"Смогли ли бы вы хотя бы очень примерно оценить, как распределены ваши расходы по этим статьям в процентах (значок ""%"" указывать не надо)",Еда:,"Хозяйственный товары, предметы гигиены:","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам:,Общественный транспорт:,Обслуживание машины:,"Покупка одежды, обуви:",Покупка бытовой техники:,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому):,"Развлечения, хобби, путешествия:",Образование и занятия детей:,Учеба взрослых:,Другое:,Комментарии и пожелания:
1361147138,2023-04-16 17:13:32,Да,Личные,Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),,Возможность посмотреть движение средств за период,,,,Мужчина,33,В РФ,Татарстан,Казань,ВКонтакте,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Google,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,"Покупка одежды, обуви",Покупка бытовой техники,,,,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361146875,2023-04-16 17:13:09,Да,"Когда-то личные, когда-то семейные",Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,,Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,43,В РФ,Москва,Щербинка,ВКонтакте,Одноклассники,YouTube,,WhatsApp,Telegram,,,,"Play market, гугл",В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361144164,2023-04-16 17:09:20,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Да, я хотел(а) бы попробовать",Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,,,,,Возможность посмотреть движение средств за период,,,,Мужчина,57,В РФ,Оренбургская обл,Оренбург,ВКонтакте,,YouTube,,,Telegram,,,,"Поиск Яндекс, ПлейМаркет",В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,,,,,Образование и занятия детей,,,,"Да, смог бы",30,10,30,10,,5,5,,2,2,3,,5,
1361139184,2023-04-16 17:02:23,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,,,,,,,,,,,Женщина,39,В РФ,Татарстан,Мамадыш,ВКонтакте,,YouTube,,WhatsApp,Telegram,,,,Плэймаркет,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),,Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,Всех вам благ!)
1361137254,2023-04-16 16:59:39,Да,Семейные,Смартфон,на iOS (iPhone),Использую готовые сервисы учета финансов,CoinKeeper,Авто импорт,Больше визуализаций,Реклама у блогеров,,"Да, я хотел(а) бы попробовать",,Простота использования,,Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,36,В РФ,Москва,Москва,,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",,Telegram,,,,Гугл,"И в рублях РФ, и в другой валюте","И безналичными, и наличными деньгами",Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361135506,2023-04-16 16:57:00,"Нет, но раньше вел(а)",Семейные,"И то, и другое",на ОС Android,Использую готовые сервисы учета финансов,"""Ability cash"" на ПК, когда по телефону только звонили
""Домашняя бухгалтерия"" ПК+смартфон","- Бесплатно
- удобство ведения
- возможность самостоятельно создать иерархию (каталог) расходов/доходов с бесконечным количеством вложений, к примеру Расходы/Продукты питания/Молочные продукты/Кисломолочные. 
- различные способы графического отображения расход/доход для анализа
- возможность планирования бюджета","На данный момент все крупные магазины в своих приложениях держат в истории списки покупок, хорошо бы загружать их такое приложение разом, а не заносить с чека поштучно. Как минимум многие высылают чек на почту. Ибо очень муторны забивать купленные товары поштучно с чека.
Возможность ведения расходов семьёй, а не одним человеком. Либо хранить данные на центральном сервере, либо вести файл с базой хранящийся на Яндекс диске или аналогичном ресурсе, по выбору пользователя. Это является более безопасно для людей.",По поиску в интернете,,"Да, я хотел(а) бы попробовать",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Мужчина,47,В РФ,Северо-Западный федеральный округ,Санкт-Петербург,ВКонтакте,,YouTube,,WhatsApp,Telegram,,,,"Поиск в инете, плэй маркет",В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,Другое,"Расходы на детей
Подарки","Нет, не смог бы",,,,,,,,,,,,,,И так много написано.
1361119608,2023-04-16 16:33:22,Да,Личные,Смартфон,на iOS (iPhone),Использую готовые сервисы учета финансов,Приложение банка,Быстрая аналитика,,,,"Возможно, попробую",,Простота использования,,,,,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,35,В РФ,Свердловская,Екатеринбург,,,YouTube,,WhatsApp,Telegram,,,,Яндекс,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361118721,2023-04-16 16:31:55,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,33,В РФ,Севастополь,Севастополь,ВКонтакте,,YouTube,,,Telegram,,,,Любыми,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361108322,2023-04-16 16:16:04,Да,Личные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,Monefy,,,В гугл плэй,,"Возможно, попробую",,Простота использования,,Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,38,В РФ,Ставропольский,Георгиевск,ВКонтакте,,,,WhatsApp,,,,,Гугл плэй,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361105148,2023-04-16 16:11:21,"Нет, но раньше вел(а)",Личные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,Финансы версия 1.3.2.,,,Google play,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,33,В РФ,Ставропольский край,Георгиевск,ВКонтакте,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,,,,,Google play,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361104557,2023-04-16 16:10:28,"Нет, но раньше вел(а)","Когда-то личные, когда-то семейные",Компьютер или ноутбук,,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,Скорее не буду пробовать,,,,,,,,,,,,,Женщина,38,В РФ,Челябинская область,Челябинск,,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",,Telegram,,,,Google,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,Учеба взрослых,,,"Да, смог бы",,,,,,,,,,,,,,
1361103385,2023-04-16 16:08:39,Да,Семейные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,,,,,,"Да, я хотел(а) бы попробовать",,,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,,,,,,,,,Женщина,41,В РФ,СТАВРОПОЛЬСКИЙ КРАЙ,ГЕОРГИЕВСК Г,ВКонтакте,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Яндекс,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Да, смог бы",,,,,,,,,,,,,,
1361094878,2023-04-16 15:55:24,Да,Семейные,"И то, и другое",на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Да, я хотел(а) бы попробовать",,Простота использования,,,Есть визуализация (аналитика),,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,42,В РФ,Ставропольский край,Георгиевск,ВКонтакте,,,,WhatsApp,Telegram,,,,По мере необходимости,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",,,"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361092942,2023-04-16 15:52:18,"Нет, и никогда не вел(а)",,,,,,,,,"Да, я хочу учитывать свои финансы",,"Возможно, попробую",Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,,Можно всегда видеть остаток денежных средств,,,Возможность посмотреть движение средств за период,,,,Мужчина,36,В РФ,Новосибирская,Новосибирск,ВКонтакте,,,,WhatsApp,Telegram,,,,AppStore,В рублях РФ,"И безналичными, и наличными деньгами",Еда,,,Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),,,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1361092607,2023-04-16 15:51:46,"Нет, и никогда не вел(а)",,,,,,,,,"Скорее всего, я не буду заниматься учетом финансов",,,,,,,,,,,,,,Женщина,27,В РФ,Нсо,Новосибирск,ВКонтакте,,YouTube,,,Telegram,,,,Плеймаркет,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,,"Покупка одежды, обуви",,,"Развлечения, хобби, путешествия",,,,,"Да, смог бы",33,5,5,33,,,,,,20,,,,
1361076498,2023-04-16 15:25:56,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),,Возможность посмотреть движение средств за период,,,,Женщина,43,В РФ,Ставропольский край,Город,,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Апп стор,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены",,Выплаты по кредитам,,,"Покупка одежды, обуви",,,"Развлечения, хобби, путешествия",,Учеба взрослых,Другое,,"Нет, не смог бы",,,,,,,,,,,,,,
1361004811,2023-04-16 13:23:24,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,,Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,34,В РФ,Калужская,Калуга,ВКонтакте,,YouTube,,WhatsApp,Telegram,,,,плей маркет,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1360760685,2023-04-16 02:35:41,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Да, я хотел(а) бы попробовать",,,,Есть визуализация (аналитика),,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,28,В РФ,Нижегородская область,Нижний новгород,ВКонтакте,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Поиск по магазину приложений,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,,Обслуживание машины,,,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1360698467,2023-04-15 22:38:38,"Нет, и никогда не вел(а)",,,,,,,,,"Возможно, я когда-нибудь попробую вести учет финансов",,"Возможно, попробую",Простота использования,,Высокий уровень защиты информации о средствах,Есть визуализация (аналитика),,,,,,,,Женщина,25,В РФ,Москва,Москва,,,,,,Telegram,,,,"Ап стор 
Гугл",В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,,,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,,,,"Да, смог бы",20,3,5,50,3,-,-,-,5,10,-,-,4,
1360665675,2023-04-15 21:44:39,"Нет, но раньше вел(а)","Когда-то личные, когда-то семейные","И то, и другое",на iOS (iPhone),"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,,,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,,Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,28,Не в РФ,,,,,,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",,Telegram,,,,Советы и реко друзей / знакомых,"И в рублях РФ, и в другой валюте","И безналичными, и наличными деньгами",Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",,,,,"Нет, не смог бы",,,,,,,,,,,,,,
1360654119,2023-04-15 21:28:06,Да,Личные,Смартфон,на iOS (iPhone),Использую готовые сервисы учета финансов,Money flo,"Создание учётных записей на каждый месяц
Наличие множества категорий
Удобство записи доход/расход
Очень удобные круговые диаграммы (какая категория сколько % заняла)",Добавления своей категории (может оно и есть..),"Гуглила ""классные приложения для учёта финансов""",,"Да, я хотел(а) бы попробовать",,Простота использования,,,Есть визуализация (аналитика),,Можно сделать копилку (накопления),Можно отследить движение средств по категориям,Возможность посмотреть движение средств за период,,,,Женщина,20,В РФ,Москва,Москва,ВКонтакте,,YouTube,,,Telegram,,,,"Гуглю для подборки или вбиваю в поиск ""плеймаркета""(или как он называется...)",В рублях РФ,Только безналичными деньгами,Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",,Общественный транспорт,,"Покупка одежды, обуви",,,"Развлечения, хобби, путешествия",,,,,"Нет, не смог бы",,,,,,,,,,,,,,"Надеюсь, что у вас будет крутое приложение!
Удачи в разработке🌺"
1360620100,2023-04-15 20:40:33,"Нет, но раньше вел(а)",Личные,Смартфон,на ОС Android,Использую готовые сервисы учета финансов,"койнкипер, профинансы","ато синхронизация с банковскими картами, автоопределение категории трат",,,,"Возможно, попробую",,,,,,,,,,Затрудняюсь ответить,,,Женщина,29,В РФ,свердловская,Екатеринбург,,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",,,,,,-,"И в рублях РФ, и в другой валюте",Только безналичными деньгами,Еда,,"Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,,,,"Развлечения, хобби, путешествия",,,,,"Да, смог бы",15,,5,5,,10,,,,10,,,,
1360599956,2023-04-15 20:12:30,"Нет, и никогда не вел(а)",,,,,,,,,"Скорее всего, я не буду заниматься учетом финансов",,,,,,,,,,,,,,Женщина,33,В РФ,Москва,Москва,,,,,WhatsApp,Telegram,,,,Интернет,В рублях РФ,"И безналичными, и наличными деньгами",Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,"Покупка одежды, обуви",,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,,,,"Да, смог бы",30,5,30,5,1,,15,,2,7,7,,,
1360597729,2023-04-15 20:09:22,"Нет, но раньше вел(а)",Семейные,"И то, и другое",на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Возможно, попробую",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,Есть визуализация (аналитика),,,,,,,,Мужчина,32,В РФ,Москва,Москва,ВКонтакте,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,,,,Google play store,В рублях РФ,Только безналичными деньгами,Еда,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,Общественный транспорт,,,,,"Развлечения, хобби, путешествия",,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
1360035119,2023-04-15 01:15:47,Да,Личные,Смартфон,на ОС Android,"Использую программы для работы с таблицами и базами данных (MS Excel, MS Access, Google Sheets и т.п.) или придумываю инструменты сам(а)",,,,,,"Да, я хотел(а) бы попробовать",,Простота использования,"Можно пользоваться и мобильной версией, и десктопной, и даже онлайн",,Есть визуализация (аналитика),Можно всегда видеть остаток денежных средств,Можно сделать копилку (накопления),,Возможность посмотреть движение средств за период,,,,Мужчина,25,В РФ,Санкт-Петербург,Санкт-Петербург,ВКонтакте,,YouTube,"Instagram* (* принадлежит организации, запрещенной на территории РФ)",WhatsApp,Telegram,"Facebook* (* принадлежит организации, запрещенной на территории РФ)",,,Через приложение гугл плей маркет,В рублях РФ,Только безналичными деньгами,,"Хозяйственный товары, предметы гигиены","Регулярные платежи (ЖКУ, налоги, аренда жилья, мобильная связь, интернет)",Выплаты по кредитам,,Обслуживание машины,"Покупка одежды, обуви",Покупка бытовой техники,Бытовые услуги (от парикмахерской до оплачиваемой помощи по дому),"Развлечения, хобби, путешествия",Образование и занятия детей,Учеба взрослых,,,"Нет, не смог бы",,,,,,,,,,,,,,
